Date,Volume,Issue,Pages,Cleaned?,Location
1958-12-02,75,48,,,
1958-12-09,75,49,,,
1958-12-16,75,50,,,
1958-12-23,75,51,,,
1958-12-30,75,52,,,
1959-01-06,76,1,,,
1959-01-13,76,2,,,
1959-01-20,76,3,,,
1959-01-27,76,4,,,
1959-02-03,76,5,,,
1959-02-10,76,6,,,
1959-02-17,76,7,,,
1959-02-24,76,8,,,
1959-03-03,76,9,,,
1959-03-10,76,10,,,
1959-03-17,76,11,,,
1959-03-24,76,12,,,
1959-03-31,76,13,,,
1959-04-07,76,14,,,
1959-04-14,76,15,,,
1959-04-21,76,16,,,
1959-04-28,76,17,,,
1959-05-05,76,18,,,
1959-05-12,76,19,,,
1959-05-19,76,20,,,
1959-05-26,76,21,,,
1959-06-02,76,22,,,
1959-06-09,76,23,,,
1959-06-16,76,24,,,
1959-06-23,76,25,,,
1959-06-30,76,26,,,
1959-07-07,76,27,,,
1959-07-14,76,28,,,
1959-07-21,76,29,,,
1959-07-28,76,30,,,
1959-08-04,76,31,,,
1959-08-11,76,32,,,
1959-08-18,76,33,,,
1959-08-25,76,34,,,
1959-09-01,76,35,,,
1959-09-08,76,36,,,
1959-09-15,76,37,,,
1959-09-22,76,38,,,
1959-09-29,76,39,,,
1959-10-06,76,40,,,
1959-10-13,76,41,,,
1959-10-20,76,42,,,
1959-10-27,76,43,,,
1959-11-03,76,44,,,
1959-11-10,76,45,,,
1959-11-17,76,46,,,
1959-11-24,76,47,,,
1959-12-01,76,48,,,
1959-12-08,76,49,,,
1959-12-15,76,50,,,
1959-12-22,76,51,,,
1959-12-29,76,52,,,
1960-01-05,77,1,,,
1960-01-12,77,2,,,
1960-01-19,77,3,,,
1960-01-26,77,4,,,
1960-02-02,77,5,,,
1960-02-09,77,6,,,
1960-02-16,77,7,,,
1960-02-23,77,8,,,
1960-03-01,77,9,,,
1960-03-08,77,10,,,
1960-03-15,77,11,,,
1960-03-22,77,12,,,
1960-03-29,77,13,,,
1960-04-05,77,14,,,
1960-04-12,77,15,,,
1960-04-19,77,16,,,
1960-04-26,77,17,,,
1960-05-03,77,18,,,
1960-05-10,77,19,,,
1960-05-17,77,20,,,
1960-05-24,77,21,,,
1960-05-31,77,22,,,
1960-06-07,77,23,,,
1960-06-14,77,24,,,
1960-06-21,77,25,,,
1960-06-28,77,26,,,
1960-07-05,77,27,,,
1960-07-12,77,28,,,
1960-07-19,77,29,,,
1960-07-26,77,30,,,
1960-08-02,77,31,,,
1960-08-09,77,32,,,
1960-08-16,77,33,,,
1960-08-23,77,34,,,
1960-08-30,77,35,,,
1960-09-06,77,36,,,
1960-09-13,77,37,,,
1960-09-20,77,38,,,
1960-09-27,77,39,,,
1960-10-04,77,40,,,
1960-10-11,77,41,,,
1960-10-18,77,42,,,
1960-10-25,77,43,,,
1960-11-01,77,44,,,
1960-11-08,77,45,,N,Documents/GitHub/anthony-firm-foundation/Issues/FF-1960-11-08
1960-11-15,77,46,,,
1960-11-22,77,47,,,
1960-11-29,77,48,,,
1960-12-06,77,49,,,
1960-12-13,77,50,,,
1960-12-20,77,51,,,
1960-12-27,77,52,,,
1961-01-03,78,1,,,
1961-01-10,78,2,,,
1961-01-17,78,3,,,
1961-01-24,78,4,,,
1961-01-31,78,5,,,
1961-02-07,78,6,,,
1961-02-14,78,7,,,
1961-02-21,78,8,,,
1961-02-28,78,9,,,
1961-03-07,78,10,,,
1961-03-14,78,11,,,
1961-03-21,78,12,,,
1961-03-28,78,13,,,
1961-04-04,78,14,,,
1961-04-11,78,15,,,
1961-04-18,78,16,,,
1961-04-25,78,17,,,
1961-05-02,78,18,,,
1961-05-09,78,19,,,
1961-05-16,78,20,,,
1961-05-23,78,21,,,
1961-05-30,78,22,,,
1961-06-06,78,23,,,
1961-06-13,78,24,,,
1961-06-20,78,25,,,
1961-06-27,78,26,,,
1961-07-04,78,27,,,
1961-07-11,78,28,,,
1961-07-18,78,29,,,
1961-07-25,78,30,,,
1961-08-01,78,31,,,
1961-08-08,78,32,,,
1961-08-15,78,33,,,
1961-08-22,78,34,,,
1961-08-29,78,35,,,
1961-09-05,78,36,,,
1961-09-12,78,37,,,
1961-09-19,78,38,,,
1961-09-26,78,39,,,
1961-10-03,78,40,,,
1961-10-10,78,41,,,
1961-10-17,78,42,,,
1961-10-24,78,43,,,
1961-10-31,78,44,,,
1961-11-07,78,45,,,
1961-11-14,78,46,,,
1961-11-21,78,47,,,
1961-11-28,78,48,,,
1961-12-05,78,49,,,
1961-12-12,78,50,,,
1961-12-19,78,51,,,
1961-12-26,78,52,,,
1962-01-02,79,1,,,
1962-01-09,79,2,,,
1962-01-16,79,3,,,
1962-01-23,79,4,,,
1962-01-30,79,5,,,
1962-02-06,79,6,,,
1962-02-13,79,7,,,
1962-02-20,79,8,,,
1962-02-27,79,9,,,
1962-03-06,79,10,,,
1962-03-13,79,11,,,
1962-03-20,79,12,,,
1962-03-27,79,13,,,
1962-04-03,79,14,,,
1962-04-10,79,15,,,
1962-04-17,79,16,,,
1962-04-24,79,17,,,
1962-05-01,79,18,,,
1962-05-08,79,19,,,
1962-05-15,79,20,,,
1962-05-22,79,21,,,
1962-05-29,79,22,,,
1962-06-05,79,23,,,
1962-06-12,79,24,,,
1962-06-19,79,25,,,
1962-06-26,79,26,,,
1962-07-03,79,27,,,
1962-07-10,79,28,,,
1962-07-17,79,29,,,
1962-07-24,79,30,,,
1962-07-31,79,31,,,
1962-08-07,79,32,,,
1962-08-14,79,33,,,
1962-08-21,79,34,,,
1962-08-28,79,35,,,
1962-09-04,79,36,,,
1962-09-11,79,37,,,
1962-09-18,79,38,,,
1962-09-25,79,39,,,
1962-10-02,79,40,,,
1962-10-09,79,41,,,
1962-10-16,79,42,,,
1962-10-23,79,43,,,
1962-10-30,79,44,,,
1962-11-06,79,45,,,
1962-11-13,79,46,,,
1962-11-20,79,47,,,
1962-11-27,79,48,,,
1962-12-04,79,49,,,
1962-12-11,79,50,,,
1962-12-18,79,51,,,
1962-12-25,79,52,,,
1963-01-01,80,1,,,
1963-01-08,80,2,,,
1963-01-15,80,3,,,
1963-01-22,80,4,,,
1963-01-29,80,5,,,
1963-02-05,80,6,,,
1963-02-12,80,7,,,
1963-02-19,80,8,,,
1963-02-26,80,9,,,
1963-03-05,80,10,,,
1963-03-12,80,11,,,
1963-03-19,80,12,,,
1963-03-26,80,13,,,
1963-04-02,80,14,,,
1963-04-09,80,15,,,
1963-04-16,80,16,,,
1963-04-23,80,17,,,
1963-04-30,80,18,,,
1963-05-07,80,19,,,
1963-05-14,80,20,,,
1963-05-21,80,21,,,
1963-05-28,80,22,,,
1963-06-04,80,23,,,
1963-06-11,80,24,,,
1963-06-18,80,25,,,
1963-06-25,80,26,,,
1963-07-02,80,27,,,
1963-07-09,80,28,,,
1963-07-16,80,29,,,
1963-07-23,80,30,,,
1963-07-30,80,31,,,
1963-08-06,80,32,,,
1963-08-13,80,33,,,
1963-08-20,80,34,,,
1963-08-27,80,35,,,
1963-09-03,80,36,,,
1963-09-10,80,37,,,
1963-09-17,80,38,,,
1963-09-24,80,39,,,
1963-10-01,80,40,,,
1963-10-08,80,41,,,
1963-10-15,80,42,,,
1963-10-22,80,43,,,
1963-10-29,80,44,,,
1963-11-05,80,45,,,
1963-11-12,80,46,,,
1963-11-19,80,47,,,
1963-11-26,80,48,,,
1963-12-03,80,49,,,
1963-12-10,80,50,,,
1963-12-17,80,51,,,
1963-12-24,80,52,,,
1963-12-31,80,53,,,
1964-01-07,81,1,,,
1964-01-14,81,2,,,
1964-01-21,81,3,,,
1964-01-28,81,4,,,
1964-02-04,81,5,,,
1964-02-11,81,6,,,
1964-02-18,81,7,,,
1964-02-25,81,8,,,
1964-03-03,81,9,,,
1964-03-10,81,10,,,
1964-03-17,81,11,,,
1964-03-24,81,12,,,
1964-03-31,81,13,,,
1964-04-07,81,14,,,
1964-04-14,81,15,,,
1964-04-21,81,16,,,
1964-04-28,81,17,,,
1964-05-05,81,18,,,
1964-05-12,81,19,,,
1964-05-19,81,20,,,
1964-05-26,81,21,,,
1964-06-02,81,22,,,
1964-06-09,81,23,,,
1964-06-16,81,24,,,
1964-06-23,81,25,,,
1964-06-30,81,26,,,
1964-07-07,81,27,,,
1964-07-14,81,28,,,
1964-07-21,81,29,,,
1964-07-28,81,30,,,
1964-08-04,81,31,,,
1964-08-11,81,32,,,
1964-08-18,81,33,,,
1964-08-25,81,34,,,
1964-09-01,81,35,,,
1964-09-08,81,36,,,
1964-09-15,81,37,,,
1964-09-22,81,38,,,
1964-09-29,81,39,,,
1964-10-06,81,40,,,
1964-10-13,81,41,,,
1964-10-20,81,42,,,
1964-10-27,81,43,,,
1964-11-03,81,44,,,
1964-11-10,81,45,,,
1964-11-17,81,46,,,
1964-11-24,81,47,,,
1964-12-01,81,48,,,
1964-12-08,81,49,,,
1964-12-15,81,50,,,
1964-12-22,81,51,,,
1964-12-29,81,52,,,
1965-01-05,82,1,,,
1965-01-12,82,2,,,
1965-01-19,82,3,,,
1965-01-26,82,4,,,
1965-02-02,82,5,,,
1965-02-09,82,6,,,
1965-02-16,82,7,,,
1965-02-23,82,8,,,
1965-03-02,82,9,,,
1965-03-09,82,10,,,
1965-03-16,82,11,,,
1965-03-23,82,12,,,
1965-03-30,82,13,,,
1965-04-06,82,14,,,
1965-04-13,82,15,,,
1965-04-20,82,16,,,
1965-04-27,82,17,,,
1965-05-04,82,18,,,
1965-05-11,82,19,,,
1965-05-18,82,20,,,
1965-05-25,82,21,,,
1965-06-01,82,22,,,
1965-06-08,82,23,,,
1965-06-15,82,24,,,
1965-06-22,82,25,,,
1965-06-29,82,26,,,
1965-07-06,82,27,,,
1965-07-13,82,28,,,
1965-07-20,82,29,,,
1965-07-27,82,30,,,
1965-08-03,82,31,,,
1965-08-10,82,32,,,
1965-08-17,82,33,,,
1965-08-24,82,34,,,
1965-08-31,82,35,,,
1965-09-07,82,36,,,
1965-09-14,82,37,,,
1965-09-21,82,38,,,
1965-09-28,82,39,,,
1965-10-05,82,40,,,
1965-10-12,82,41,,,
1965-10-19,82,42,,,
1965-10-26,82,43,,,
1965-11-02,82,44,,,
1965-11-09,82,45,,,
1965-11-16,82,46,,,
1965-11-23,82,47,,,
1965-11-30,82,48,,,
1965-12-07,82,49,,,
1965-12-14,82,50,,,
1965-12-21,82,51,,,
1965-12-28,82,52,,,
1966-01-04,83,1,,,
1966-01-11,83,2,,,
1966-01-18,83,3,,,
1966-01-25,83,4,,,
1966-02-01,83,5,,,
1966-02-08,83,6,,,
1966-02-15,83,7,,,
1966-02-22,83,8,,,
1966-03-01,83,9,,,
1966-03-08,83,10,,,
1966-03-15,83,11,,,
1966-03-22,83,12,,,
1966-03-29,83,13,,,
1966-04-05,83,14,,,
1966-04-12,83,15,,,
1966-04-19,83,16,,,
1966-04-26,83,17,,,
1966-05-03,83,18,,,
1966-05-10,83,19,,,
1966-05-17,83,20,,,
1966-05-24,83,21,,,
1966-05-31,83,22,,,
1966-06-07,83,23,,,
1966-06-14,83,24,,,
1966-06-21,83,25,,,
1966-06-28,83,26,,,
1966-07-05,83,27,,,
1966-07-12,83,28,,,
1966-07-19,83,29,,,
1966-07-26,83,30,,,
1966-08-02,83,31,,,
1966-08-09,83,32,,,
1966-08-16,83,33,,,
1966-08-23,83,34,,,
1966-08-30,83,35,,,
1966-09-06,83,36,,,
1966-09-13,83,37,,,
1966-09-20,83,38,,,
1966-09-27,83,39,,,
1966-10-04,83,40,,,
1966-10-11,83,41,,,
1966-10-18,83,42,,,
1966-10-25,83,43,,,
1966-11-01,83,44,,,
1966-11-08,83,45,,,
1966-11-15,83,46,,,
1966-11-22,83,47,,,
1966-11-29,83,48,,,
1966-12-06,83,49,,,
1966-12-13,83,50,,,
1966-12-20,83,51,,,
1966-12-27,83,52,,,
1967-01-03,84,1,,,
1967-01-10,84,2,,,
1967-01-17,84,3,,,
1967-01-24,84,4,,,
1967-01-31,84,5,,,
1967-02-07,84,6,,,
1967-02-14,84,7,,,
1967-02-21,84,8,,,
1967-02-28,84,9,,,
1967-03-07,84,10,,,
1967-03-14,84,11,,,
1967-03-21,84,12,,,
1967-03-28,84,13,,,
1967-04-04,84,14,,,
1967-04-11,84,15,,,
1967-04-18,84,16,,,
1967-04-25,84,17,,,
1967-05-02,84,18,,,
1967-05-09,84,19,,,
1967-05-16,84,20,,,
1967-05-23,84,21,,,
1967-05-30,84,22,,,
1967-06-06,84,23,,,
1967-06-13,84,24,,,
1967-06-20,84,25,,,
1967-06-27,84,26,,,
1967-07-04,84,27,,,
1967-07-11,84,28,,,
1967-07-18,84,29,,,
1967-07-25,84,30,,,
1967-08-01,84,31,,,
1967-08-08,84,32,,,
1967-08-15,84,33,,,
1967-08-22,84,34,,,
1967-08-29,84,35,,,
1967-09-05,84,36,,,
1967-09-12,84,37,,,
1967-09-19,84,38,,,
1967-09-26,84,39,,,
1967-10-03,84,40,,,
1967-10-10,84,41,,,
1967-10-17,84,42,,,
1967-10-24,84,43,,,
1967-10-31,84,44,,,
1967-11-07,84,45,,,
1967-11-14,84,46,,,
1967-11-21,84,47,,,
1967-11-28,84,48,,,
1967-12-05,84,49,,,
1967-12-12,84,50,,,
1967-12-19,84,51,,,
1967-12-26,84,52,,,
1968-01-02,85,1,,,
1968-01-09,85,2,,,
1968-01-16,85,3,,,
1968-01-23,85,4,,,
1968-01-30,85,5,,,
1968-02-06,85,6,,,
1968-02-13,85,7,,,
1968-02-20,85,8,,,
1968-02-27,85,9,,,
1968-03-05,85,10,,,
1968-03-12,85,11,,,
1968-03-19,85,12,,,
1968-03-26,85,13,,,
1968-04-02,85,14,,,
1968-04-09,85,15,,,
1968-04-16,85,16,,,
1968-04-23,85,17,,,
1968-04-30,85,18,,,
1968-05-07,85,19,,,
1968-05-14,85,20,,,
1968-05-21,85,21,,,
1968-05-28,85,22,,,
1968-06-04,85,23,,,
1968-06-11,85,24,,,
1968-06-18,85,25,,,
1968-06-25,85,26,,,
1968-07-02,85,27,,,
1968-07-09,85,28,,,
1968-07-16,85,29,,,
1968-07-23,85,30,,,
1968-07-30,85,31,,,
1968-08-06,85,32,,,
1968-08-13,85,33,,,
1968-08-20,85,34,,,
1968-08-27,85,35,,,
1968-09-03,85,36,,,
1968-09-10,85,37,,,
1968-09-17,85,38,,,
1968-09-24,85,39,,,
1968-10-01,85,40,,,
1968-10-08,85,41,,,
1968-10-15,85,42,,,
1968-10-22,85,43,,,
1968-10-29,85,44,,,
1968-11-05,85,45,,,
1968-11-12,85,46,,,
1968-11-19,85,47,,,
1968-11-26,85,48,,,
1968-12-03,85,49,,,
1968-12-10,85,50,,,
1968-12-17,85,51,,,
1968-12-24,85,52,,,
1968-12-31,85,53,,,
1969-01-07,86,1,,,
1969-01-14,86,2,,,
1969-01-21,86,3,,,
1969-01-28,86,4,,,
1969-02-04,86,5,,,
1969-02-11,86,6,,,
1969-02-18,86,7,,,
1969-02-25,86,8,,,
1969-03-04,86,9,,,
1969-03-11,86,10,,,
1969-03-18,86,11,,,
1969-03-25,86,12,,,
1969-04-01,86,13,,,
1969-04-08,86,14,,,
1969-04-15,86,15,,,
1969-04-22,86,16,,,
1969-04-29,86,17,,,
1969-05-06,86,18,,,
1969-05-13,86,19,,,
1969-05-20,86,20,,,
1969-05-27,86,21,,,
1969-06-03,86,22,,,
1969-06-10,86,23,,,
1969-06-17,86,24,,,
1969-06-24,86,25,,,
1969-07-01,86,26,,,
1969-07-08,86,27,,,
1969-07-15,86,28,,,
1969-07-22,86,29,,,
1969-07-29,86,30,,,
1969-08-05,86,31,,,
1969-08-12,86,32,,,
1969-08-19,86,33,,,
1969-08-26,86,34,,,
1969-09-02,86,35,,,
1969-09-09,86,36,,,
1969-09-16,86,37,,,
1969-09-23,86,38,,,
1969-09-30,86,39,,,
1969-10-07,86,40,,,
1969-10-14,86,41,,,
1969-10-21,86,42,,,
1969-10-28,86,43,,,
1969-11-04,86,44,,,
1969-11-11,86,45,,,
1969-11-18,86,46,,,
1969-11-25,86,47,,,
1969-12-02,86,48,,,
1969-12-09,86,49,,,
1969-12-16,86,50,,,
1969-12-23,86,51,,,
1969-12-30,86,52,,,
1970-01-06,87,1,,,
1970-01-13,87,2,,,
1970-01-20,87,3,,,
1970-01-27,87,4,,,
1970-02-03,87,5,,,
1970-02-10,87,6,,,
1970-02-17,87,7,,,
1970-02-24,87,8,,,
1970-03-03,87,9,,,
1970-03-10,87,10,,,
1970-03-17,87,11,,,
1970-03-24,87,12,,,
1970-03-31,87,13,,,
1970-04-07,87,14,,,
1970-04-14,87,15,,,
1970-04-21,87,16,,,
1970-04-28,87,17,,,
1970-05-05,87,18,,,
1970-05-12,87,19,,,
1970-05-19,87,20,,,
1970-05-26,87,21,,,
1970-06-02,87,22,,,
1970-06-09,87,23,,,
1970-06-16,87,24,,,
1970-06-23,87,25,,,
1970-06-30,87,26,,,
1970-07-07,87,27,,,
1970-07-14,87,28,,,
1970-07-21,87,29,,,
1970-07-28,87,30,,,
1970-08-04,87,31,,,
1970-08-11,87,32,,,
1970-08-18,87,33,,,
1970-08-25,87,34,,,
1970-09-01,87,35,,,
1970-09-08,87,36,,,
1970-09-15,87,37,,,
1970-09-22,87,38,,,
1970-09-29,87,39,,,
1970-10-06,87,40,,,
1970-10-13,87,41,,,
1970-10-20,87,42,,,
1970-10-27,87,43,,,
1970-11-03,87,44,,,
1970-11-10,87,45,,,
1970-11-17,87,46,,,
1970-11-24,87,47,,,
1970-12-01,87,48,,,
1970-12-08,87,49,,,
1970-12-15,87,50,,,
1970-12-22,87,51,,,
1970-12-29,87,52,,,
1971-01-05,88,1,,,
1971-01-12,88,2,,,
1971-01-19,88,3,,,
1971-01-26,88,4,,,
1971-02-02,88,5,,,
1971-02-09,88,6,,,
1971-02-16,88,7,,,
1971-02-23,88,8,,,
1971-03-02,88,9,,,
1971-03-09,88,10,,,
1971-03-16,88,11,,,
1971-03-23,88,12,,,
1971-03-30,88,13,,,
1971-04-06,88,14,,,
1971-04-13,88,15,,,
1971-04-20,88,16,,,
1971-04-27,88,17,,,
1971-05-04,88,18,,,
1971-05-11,88,19,,,
1971-05-18,88,20,,,
1971-05-25,88,21,,,
1971-06-01,88,22,,,
1971-06-08,88,23,,,
1971-06-15,88,24,,,
1971-06-22,88,25,,,
1971-06-29,88,26,,,
1971-07-06,88,27,,,
1971-07-13,88,28,,,
1971-07-20,88,29,,,
1971-07-27,88,30,,,
1971-08-03,88,31,,,
1971-08-10,88,32,,,
1971-08-17,88,33,,,
1971-08-24,88,34,,,
1971-08-31,88,35,,,
1971-09-07,88,36,,,
1971-09-14,88,37,,,
1971-09-21,88,38,,,
1971-09-28,88,39,,,
1971-10-05,88,40,,,
1971-10-12,88,41,,,
1971-10-19,88,42,,,
1971-10-26,88,43,,,
1971-11-02,88,44,,,
1971-11-09,88,45,,,
1971-11-16,88,46,,,
1971-11-23,88,47,,,
1971-11-30,88,48,,,
1971-12-07,88,49,,,
1971-12-14,88,50,,,
1971-12-21,88,51,,,
1971-12-28,88,52,,,
1972-01-04,89,1,,,
1972-01-11,89,2,,,
1972-01-18,89,3,,,
1972-01-25,89,4,,,
1972-02-01,89,5,,,
1972-02-08,89,6,,,
1972-02-15,89,7,,,
1972-02-22,89,8,,,
1972-02-29,89,9,,,
1972-03-07,89,10,,,
1972-03-14,89,11,,,
1972-03-21,89,12,,,
1972-03-28,89,13,,,
1972-04-04,89,14,,,
1972-04-11,89,15,,,
1972-04-18,89,16,,,
1972-04-25,89,17,,,
1972-05-02,89,18,,,
1972-05-09,89,19,,,
1972-05-16,89,20,,,
1972-05-23,89,21,,,
1972-05-30,89,22,,,
1972-06-06,89,23,,,
1972-06-13,89,24,,,
1972-06-20,89,25,,,
1972-06-27,89,26,,,
1972-07-04,89,27,,,
1972-07-11,89,28,,,
1972-07-18,89,29,,,
1972-07-25,89,30,,,
1972-08-01,89,31,,,
1972-08-08,89,32,,,
1972-08-15,89,33,,,
1972-08-22,89,34,,,
1972-08-29,89,35,,,
1972-09-05,89,36,,,
1972-09-12,89,37,,,
1972-09-19,89,38,,,
1972-09-26,89,39,,,
1972-10-03,89,40,,,
1972-10-10,89,41,,,
1972-10-17,89,42,,,
1972-10-24,89,43,,,
1972-10-31,89,44,,,
1972-11-07,89,45,,,
1972-11-14,89,46,,,
1972-11-21,89,47,,,
1972-11-28,89,48,,,
1972-12-05,89,49,,,
1972-12-12,89,50,,,
1972-12-19,89,51,,,
1972-12-26,89,52,,,
1973-01-02,90,1,,,
1973-01-09,90,2,,,
1973-01-16,90,3,,,
1973-01-23,90,4,,,
1973-01-30,90,5,,,
1973-02-06,90,6,,,
1973-02-13,90,7,,,
1973-02-20,90,8,,,
1973-02-27,90,9,,,
1973-03-06,90,10,,,
1973-03-13,90,11,,,
1973-03-20,90,12,,,
1973-03-27,90,13,,,
1973-04-03,90,14,,,
1973-04-10,90,15,,,
1973-04-17,90,16,,,
1973-04-24,90,17,,,
1973-05-01,90,18,,,
1973-05-08,90,19,,,
1973-05-15,90,20,,,
1973-05-22,90,21,,,
1973-05-29,90,22,,,
1973-06-05,90,23,,,
1973-06-12,90,24,,,
1973-06-19,90,25,,,
1973-06-26,90,26,,,
1973-07-03,90,27,,,
1973-07-10,90,28,,,
1973-07-17,90,29,,,
1973-07-24,90,30,,,
1973-07-31,90,31,,,
1973-08-07,90,32,,,
1973-08-14,90,33,,,
1973-08-21,90,34,,,
1973-08-28,90,35,,,
1973-09-04,90,36,,,
1973-09-11,90,37,,,
1973-09-18,90,38,,,
1973-09-25,90,39,,,
1973-10-02,90,40,,,
1973-10-09,90,41,,,
1973-10-16,90,42,,,
1973-10-23,90,43,,,
1973-10-30,90,44,,,
1973-11-06,90,45,,,
1973-11-13,90,46,,,
1973-11-20,90,47,,,
1973-11-27,90,48,,,
1973-12-04,90,49,,,
1973-12-11,90,50,,,
1973-12-18,90,51,,,
1973-12-25,90,52,,,
1974-01-01,91,1,,,
1974-01-08,91,2,,,
1974-01-15,91,3,,,
1974-01-22,91,4,,,
1974-01-29,91,5,,,
1974-02-05,91,6,,,
1974-02-12,91,7,,,
1974-02-19,91,8,,,
1974-02-26,91,9,,,
1974-03-05,91,10,,,
1974-03-12,91,11,,,
1974-03-19,91,12,,,
1974-03-26,91,13,,,
1974-04-02,91,14,,,
1974-04-09,91,15,,,
1974-04-16,91,16,,,
1974-04-23,91,17,,,
1974-04-30,91,18,,,
1974-05-07,91,19,,,
1974-05-14,91,20,,,
1974-05-21,91,21,,,
1974-05-28,91,22,,,
1974-06-04,91,23,,,
1974-06-11,91,24,,,
1974-06-18,91,25,,,
1974-06-25,91,26,,,
1974-07-02,91,27,,,
1974-07-09,91,28,,,
1974-07-16,91,29,,,
1974-07-23,91,30,,,
1974-07-30,91,31,,,
1974-08-06,91,32,,,
1974-08-13,91,33,,,
1974-08-20,91,34,,,
1974-08-27,91,35,,,
1974-09-03,91,36,,,
1974-09-10,91,37,,,
1974-09-17,91,38,,,
1974-09-24,91,39,,,
1974-10-01,91,40,,,
1974-10-08,91,41,,,
1974-10-15,91,42,,,
1974-10-22,91,43,,,
1974-10-29,91,44,,,
1974-11-05,91,45,,,
1974-11-12,91,46,,,
1974-11-19,91,47,,,
1974-11-26,91,48,,,
1974-12-03,91,49,,,
1974-12-10,91,50,,,
1974-12-17,91,51,,,
1974-12-24,91,52,,,
1974-12-31,91,53,,,
1975-01-07,92,1,,,
1975-01-14,92,2,,,
1975-01-21,92,3,,,
1975-01-28,92,4,,,
1975-02-04,92,5,,,
1975-02-11,92,6,,,
1975-02-18,92,7,,,
1975-02-25,92,8,,,
1975-03-04,92,9,,,
1975-03-11,92,10,,,
1975-03-18,92,11,,,
1975-03-25,92,12,,,
1975-04-01,92,13,,,
1975-04-08,92,14,,,
1975-04-15,92,15,,,
1975-04-22,92,16,,,
1975-04-29,92,17,,,
1975-05-06,92,18,,,
1975-05-13,92,19,,,
1975-05-20,92,20,,,
1975-05-27,92,21,,,
1975-06-03,92,22,,,
1975-06-10,92,23,,,
1975-06-17,92,24,,,
1975-06-24,92,25,,,
1975-07-01,92,26,,,
1975-07-08,92,27,,,
1975-07-15,92,28,,,
1975-07-22,92,29,,,
1975-07-29,92,30,,,
1975-08-05,92,31,,,
1975-08-12,92,32,,,
1975-08-19,92,33,,,
1975-08-26,92,34,,,
1975-09-02,92,35,,,
1975-09-09,92,36,,,
1975-09-16,92,37,,,
1975-09-23,92,38,,,
1975-09-30,92,39,,,
1975-10-07,92,40,,,
1975-10-14,92,41,,,
1975-10-21,92,42,,,
1975-10-28,92,43,,,
1975-11-04,92,44,,,
1975-11-11,92,45,,,
1975-11-18,92,46,,,
1975-11-25,92,47,,,
1975-12-02,92,48,,,
1975-12-09,92,49,,,
1975-12-16,92,50,,,
1975-12-23,92,51,,,
1975-12-30,92,52,,,
1976-01-06,93,1,,,
1976-01-13,93,2,,,
1976-01-20,93,3,,,
1976-01-27,93,4,,,
1976-02-03,93,5,,,
1976-02-10,93,6,,,
1976-02-17,93,7,,,
1976-02-24,93,8,,,
1976-03-02,93,9,,,
1976-03-09,93,10,,,
1976-03-16,93,11,,,
1976-03-23,93,12,,,
1976-03-30,93,13,,,
1976-04-06,93,14,,,
1976-04-13,93,15,,,
1976-04-20,93,16,,,
1976-04-27,93,17,,,
1976-05-04,93,18,,,
1976-05-11,93,19,,,
1976-05-18,93,20,,,
1976-05-25,93,21,,,
1976-06-01,93,22,,,
1976-06-08,93,23,,,
1976-06-15,93,24,,,
1976-06-22,93,25,,,
1976-06-29,93,26,,,
1976-07-06,93,27,,,
1976-07-13,93,28,,,
1976-07-20,93,29,,,
1976-07-27,93,30,,,
1976-08-03,93,31,,,
1976-08-10,93,32,,N,Documents/GitHub/anthony-firm-foundation/Issues/FF-1976-08-10
1976-08-17,93,33,,,
1976-08-24,93,34,,,
1976-08-31,93,35,,,
1976-09-07,93,36,,,
1976-09-14,93,37,,,
1976-09-21,93,38,,,
1976-09-28,93,39,,,
1976-10-05,93,40,,,
1976-10-12,93,41,,,
1976-10-19,93,42,,,
1976-10-26,93,43,,,
1976-11-02,93,44,,,
1976-11-09,93,45,,,
1976-11-16,93,46,,,
1976-11-23,93,47,,,
1976-11-30,93,48,,,
1976-12-07,93,49,,,
1976-12-14,93,50,,,
1976-12-21,93,51,,,
1976-12-28,93,52,,,
1977-01-04,94,1,,,
1977-01-11,94,2,,,
1977-01-18,94,3,,,
1977-01-25,94,4,,,
1977-02-01,94,5,,,
1977-02-08,94,6,,,
1977-02-15,94,7,,,
1977-02-22,94,8,,,
1977-03-01,94,9,,,
1977-03-08,94,10,,,
1977-03-15,94,11,,,
1977-03-22,94,12,,,
1977-03-29,94,13,,,
1977-04-05,94,14,,,
1977-04-12,94,15,,,
1977-04-19,94,16,,,
1977-04-26,94,17,,,
1977-05-03,94,18,,,
1977-05-10,94,19,,,
1977-05-17,94,20,,,
1977-05-24,94,21,,,
1977-05-31,94,22,,,
1977-06-07,94,23,,,
1977-06-14,94,24,,,
1977-06-21,94,25,,,
1977-06-28,94,26,,,
1977-07-05,94,27,,,
1977-07-12,94,28,,,
1977-07-19,94,29,,,
1977-07-26,94,30,,,
1977-08-02,94,31,,,
1977-08-09,94,32,,,
1977-08-16,94,33,,,
1977-08-23,94,34,,,
1977-08-30,94,35,,,
1977-09-06,94,36,,,
1977-09-13,94,37,,,
1977-09-20,94,38,,,
1977-09-27,94,39,,,
1977-10-04,94,40,,,
1977-10-11,94,41,,,
1977-10-18,94,42,,,
1977-10-25,94,43,,,
1977-11-01,94,44,,,
1977-11-08,94,45,,,
1977-11-15,94,46,,,
1977-11-22,94,47,,,
1977-11-29,94,48,,,
1977-12-06,94,49,,,
